Subcellular.Location	Entry	Gene.Name	Protein.Names
TM.protein	Q3T906	GNPTAB	GNPTA_HUMAN
TM.protein	P15509	CSF2RA	CSF2R_HUMAN
TM.protein	P08581	MET	MET_HUMAN
TM.protein	Q9C0I4	THSD7B	THS7B_HUMAN
TM.protein	Q13591	SEMA5A	SEM5A_HUMAN
TM.protein	Q96MS0	ROBO3	ROBO3_HUMAN
TM.protein	Q9Y493	ZAN	ZAN_HUMAN
TM.protein	P07333	CSF1R	CSF1R_HUMAN
TM.protein	Q902F8	ERVK-8	ENK8_HUMAN
TM.protein	Q69384	ERVK-6	ENK6_HUMAN
TM.protein	Q15303	ERBB4	ERBB4_HUMAN
TM.protein	P20023	CR2	CR2_HUMAN
TM.protein	O71037	ERVK-19	ENK19_HUMAN
TM.protein	P38570	ITGAE	ITAE_HUMAN
TM.protein	Q99467	CD180	CD180_HUMAN
TM.protein	Q13797	ITGA9	ITA9_HUMAN
TM.protein	O75578	ITGA10	ITA10_HUMAN
TM.protein	P13612	ITGA4	ITA4_HUMAN
TM.protein	P20273	CD22	CD22_HUMAN
TM.protein	P60507	ERVFC1	EFC1_HUMAN
TM.protein	P80370	DLK1	DLK1_HUMAN
TM.protein	P16581	SELE	LYAM2_HUMAN
TM.protein	Q9UKH3	ERVK-9	ENK9_HUMAN
TM.protein	P60509	ERVPABLB-1	ERB1_HUMAN
TM.protein	Q9H1U4	MEGF9	MEGF9_HUMAN
TM.protein	P61565	ERVK-21	ENK21_HUMAN
TM.protein	P61570	ERVK-25	ENK25_HUMAN
TM.protein	Q86Z14	KLB	KLOTB_HUMAN
TM.protein	Q16620	NTRK2	NTRK2_HUMAN
TM.protein	P09619	PDGFRB	PGFRB_HUMAN
TM.protein	Q86YC3	NRROS	LRC33_HUMAN
TM.protein	Q99250	SCN2A	SCN2A_HUMAN
TM.protein	Q96NR3	PTCHD1	PTHD1_HUMAN
TM.protein	Q8NBJ9	SIDT2	SIDT2_HUMAN
TM.protein	Q96K78	ADGRG7	AGRG7_HUMAN
TM.protein	Q8TCU5	GRIN3A	NMD3A_HUMAN
TM.protein	Q13003	GRIK3	GRIK3_HUMAN
TM.protein	Q14108	SCARB2	SCRB2_HUMAN
TM.protein	P16671	CD36	CD36_HUMAN
TM.protein	P05067	APP	A4_HUMAN
TM.protein	P21860	ERBB3	ERBB3_HUMAN
TM.protein	O00533	CHL1	NCHL1_HUMAN
TM.protein	Q9BZV3	IMPG2	IMPG2_HUMAN
TM.protein	P40189	IL6ST	IL6RB_HUMAN
TM.protein	Q5VV43	KIAA0319	K0319_HUMAN
TM.protein	P15151	PVR	PVR_HUMAN
TM.protein	Q13308	PTK7	PTK7_HUMAN
TM.protein	Q5DID0	UMODL1	UROL1_HUMAN
TM.protein	P51805	PLXNA3	PLXA3_HUMAN
TM.protein	Q9HD43	PTPRH	PTPRH_HUMAN
TM.protein	O00206	TLR4	TLR4_HUMAN
TM.protein	Q9UJ14	GGT7	GGT7_HUMAN
TM.protein	P15144	ANPEP	AMPN_HUMAN
TM.protein	P36888	FLT3	FLT3_HUMAN
TM.protein	P17301	ITGA2	ITA2_HUMAN
TM.protein	Q04609	FOLH1	FOLH1_HUMAN
TM.protein	O75581	LRP6	LRP6_HUMAN
TM.protein	P42892	ECE1	ECE1_HUMAN
TM.protein	Q14CN2	CLCA4	CLCA4_HUMAN
TM.protein	Q96FE5	LINGO1	LIGO1_HUMAN
TM.protein	P14616	INSRR	INSRR_HUMAN
TM.protein	Q8NI17	IL31RA	IL31R_HUMAN
TM.protein	P10721	KIT	KIT_HUMAN
TM.protein	P78552	IL13RA1	I13R1_HUMAN
TM.protein	O60500	NPHS1	NPHN_HUMAN
TM.protein	Q86WC4	OSTM1	OSTM1_HUMAN
TM.protein	Q9H756	LRRC19	LRC19_HUMAN
TM.protein	Q9UMZ3	PTPRQ	PTPRQ_HUMAN
TM.protein	Q04900	CD164	MUC24_HUMAN
TM.protein	Q8WY21	SORCS1	SORC1_HUMAN
TM.protein	Q6AZY7	SCARA3	SCAR3_HUMAN
TM.protein	O14522	PTPRT	PTPRT_HUMAN
TM.protein	P35498	SCN1A	SCN1A_HUMAN
TM.protein	Q9Y5Y9	SCN10A	SCNAA_HUMAN
TM.protein	Q9BY15	ADGRE3	AGRE3_HUMAN
TM.protein	P48960	ADGRE5	AGRE5_HUMAN
TM.protein	O95490	ADGRL2	AGRL2_HUMAN
TM.protein	Q6QNK2	ADGRD1	AGRD1_HUMAN
TM.protein	Q9HBW9	ADGRL4	AGRL4_HUMAN
TM.protein	Q5T6X5	GPRC6A	GPC6A_HUMAN
TM.protein	Q7Z2D5	PLPPR4	PLPR4_HUMAN
TM.protein	Q16099	GRIK4	GRIK4_HUMAN
TM.protein	P39086	GRIK1	GRIK1_HUMAN
TM.protein	Q13002	GRIK2	GRIK2_HUMAN
TM.protein	Q8WTV0	SCARB1	SCRB1_HUMAN
TM.protein	P15941	MUC1	MUC1_HUMAN
TM.protein	Q02763	TEK	TIE2_HUMAN
TM.protein	Q13740	ALCAM	CD166_HUMAN
TM.protein	P16070	CD44	CD44_HUMAN
TM.protein	P22413	ENPP1	ENPP1_HUMAN
TM.protein	Q8N0Z9	VSIG10	VSI10_HUMAN
TM.protein	Q92854	SEMA4D	SEM4D_HUMAN
TM.protein	Q8N131	TMEM123	PORIM_HUMAN
TM.protein	P60508	ERVFRD-1	SYCY2_HUMAN
TM.protein	O43493	TGOLN2	TGON2_HUMAN
TM.protein	Q5VU65	NUP210L	P210L_HUMAN
TM.protein	Q9Y2C9	TLR6	TLR6_HUMAN
TM.protein	P28906	CD34	CD34_HUMAN
TM.protein	P0DPD8	EEF1AKMT4-ECE2	EFCE2_HUMAN
TM.protein	Q9UKF5	ADAM29	ADA29_HUMAN
TM.protein	P78536	ADAM17	ADA17_HUMAN
TM.protein	P34810	CD68	CD68_HUMAN
TM.protein	Q9P2B2	PTGFRN	FPRP_HUMAN
TM.protein	P23229	ITGA6	ITA6_HUMAN
TM.protein	Q9HB29	IL1RL2	ILRL2_HUMAN
TM.protein	Q9HBW1	LRRC4	LRRC4_HUMAN
TM.protein	Q9H3W5	LRRN3	LRRN3_HUMAN
TM.protein	P0DPD6	ECE2	ECE2_HUMAN
TM.protein	Q9BZ76	CNTNAP3	CNTP3_HUMAN
TM.protein	P01133	EGF	EGF_HUMAN
TM.protein	Q9ULI3	HEG1	HEG1_HUMAN
TM.protein	Q9NT99	LRRC4B	LRC4B_HUMAN
TM.protein	P16284	PECAM1	PECA1_HUMAN
TM.protein	Q4KMG0	CDON	CDON_HUMAN
TM.protein	Q6PCB8	EMB	EMB_HUMAN
TM.protein	Q13349	ITGAD	ITAD_HUMAN
TM.protein	P78504	JAG1	JAG1_HUMAN
TM.protein	Q8N387	MUC15	MUC15_HUMAN
TM.protein	Q8NAC3	IL17RC	I17RC_HUMAN
TM.protein	Q6UXD5	SEZ6L2	SE6L2_HUMAN
TM.protein	Q9BXR5	TLR10	TLR10_HUMAN
TM.protein	P18564	ITGB6	ITB6_HUMAN
TM.protein	Q9UQD0	SCN8A	SCN8A_HUMAN
TM.protein	Q9NY46	SCN3A	SCN3A_HUMAN
TM.protein	O43497	CACNA1G	CAC1G_HUMAN
TM.protein	Q9UI33	SCN11A	SCNBA_HUMAN
TM.protein	Q7Z3F1	GPR155	LYCHS_HUMAN
TM.protein	O15440	ABCC5	MRP5_HUMAN
TM.protein	Q86VW1	SLC22A16	S22AG_HUMAN
TM.protein	P78363	ABCA4	ABCA4_HUMAN
TM.protein	Q9UN76	SLC6A14	S6A14_HUMAN
TM.protein	Q7Z442	PKD1L2	PK1L2_HUMAN
TM.protein	Q9NXL6	SIDT1	SIDT1_HUMAN
TM.protein	Q8TE23	TAS1R2	TS1R2_HUMAN
TM.protein	Q9HAR2	ADGRL3	AGRL3_HUMAN
TM.protein	Q8IZF4	ADGRG5	AGRG5_HUMAN
TM.protein	Q8IZF6	ADGRG4	AGRG4_HUMAN
TM.protein	O60241	ADGRB2	AGRB2_HUMAN
TM.protein	Q9UHX3	ADGRE2	AGRE2_HUMAN
TM.protein	Q7RTX0	TAS1R3	TS1R3_HUMAN
TM.protein	O43490	PROM1	PROM1_HUMAN
TM.protein	Q13291	SLAMF1	SLAF1_HUMAN
TM.protein	P30203	CD6	CD6_HUMAN
TM.protein	O75077	ADAM23	ADA23_HUMAN
TM.protein	Q01638	IL1RL1	ILRL1_HUMAN
TM.protein	P21802	FGFR2	FGFR2_HUMAN
TM.protein	Q15223	NECTIN1	NECT1_HUMAN
TM.protein	O15389	SIGLEC5	SIGL5_HUMAN
TM.protein	Q9Y286	SIGLEC7	SIGL7_HUMAN
TM.protein	Q9Y336	SIGLEC9	SIGL9_HUMAN
TM.protein	Q0VAQ4	SMAGP	SMAGP_HUMAN
TM.protein	Q9UPU3	SORCS3	SORC3_HUMAN
TM.protein	Q9ULL4	PLXNB3	PLXB3_HUMAN
TM.protein	O15394	NCAM2	NCAM2_HUMAN
TM.protein	Q86VR7	VSIG10L	VS10L_HUMAN
TM.protein	P78562	PHEX	PHEX_HUMAN
TM.protein	Q9BWV1	BOC	BOC_HUMAN
TM.protein	Q5VV63	ATRNL1	ATRN1_HUMAN
TM.protein	Q9N2K0		ENH1_HUMAN
TM.protein	P40197	GP5	GPV_HUMAN
TM.protein	Q8N1N0	CLEC4F	CLC4F_HUMAN
TM.protein	Q15762	CD226	CD226_HUMAN
TM.protein	Q99062	CSF3R	CSF3R_HUMAN
TM.protein	Q12864	CDH17	CAD17_HUMAN
TM.protein	P33681	CD80	CD80_HUMAN
TM.protein	Q9H159	CDH19	CAD19_HUMAN
TM.protein	P25092	GUCY2C	GUC2C_HUMAN
TM.protein	Q86SJ2	AMIGO2	AMGO2_HUMAN
TM.protein	Q99665	IL12RB2	I12R2_HUMAN
TM.protein	Q8NFM7	IL17RD	I17RD_HUMAN
TM.protein	Q86UP2	KTN1	KTN1_HUMAN
TM.protein	Q9HBG7	LY9	LY9_HUMAN
TM.protein	P05362	ICAM1	ICAM1_HUMAN
TM.protein	Q96MM7	HS6ST2	H6ST2_HUMAN
TM.protein	P26010	ITGB7	ITB7_HUMAN
TM.protein	P11362	FGFR1	FGFR1_HUMAN
TM.protein	Q13478	IL18R1	IL18R_HUMAN
TM.protein	Q9BZW8	CD244	CD244_HUMAN
TM.protein	Q92859	NEO1	NEO1_HUMAN
TM.protein	O94856	NFASC	NFASC_HUMAN
TM.protein	P43121	MCAM	MUC18_HUMAN
TM.protein	P42081	CD86	CD86_HUMAN
TM.protein	Q9HBB8	CDHR5	CDHR5_HUMAN
TM.protein	Q9UJA9	ENPP5	ENPP5_HUMAN
TM.protein	Q5VWK5	IL23R	IL23R_HUMAN
TM.protein	P0C6S8	LINGO3	LIGO3_HUMAN
TM.protein	Q96BZ4	PLD4	PLD4_HUMAN
TM.protein	Q9BQS7	HEPH	HEPH_HUMAN
TM.protein	P18084	ITGB5	ITB5_HUMAN
TM.protein	P23470	PTPRG	PTPRG_HUMAN
TM.protein	Q8TD46	CD200R1	MO2R1_HUMAN
TM.protein	P20916	MAG	MAG_HUMAN
TM.protein	P20702	ITGAX	ITAX_HUMAN
TM.protein	Q04912	MST1R	RON_HUMAN
TM.protein	Q8N6Y1	PCDH20	PCD20_HUMAN
TM.protein	P11117	ACP2	PPAL_HUMAN
TM.protein	P16234	PDGFRA	PGFRA_HUMAN
TM.protein	Q9H2Y9	SLCO5A1	SO5A1_HUMAN
TM.protein	P46059	SLC15A1	S15A1_HUMAN
TM.protein	Q9UIG8	SLCO3A1	SO3A1_HUMAN
TM.protein	Q9Y6M7	SLC4A7	S4A7_HUMAN
TM.protein	Q53GD3	SLC44A4	CTL4_HUMAN
TM.protein	Q8TCT8	SPPL2A	SPP2A_HUMAN
TM.protein	Q9Y653	ADGRG1	AGRG1_HUMAN
TM.protein	O14514	ADGRB1	AGRB1_HUMAN
TM.protein	Q8IZF7	ADGRF2	AGRF2_HUMAN
TM.protein	Q96PE1	ADGRA2	AGRA2_HUMAN
TM.protein	Q9UBS5	GABBR1	GABR1_HUMAN
TM.protein	O60931	CTNS	CTNS_HUMAN
TM.protein	O94910	ADGRL1	AGRL1_HUMAN
TM.protein	Q12879	GRIN2A	NMDE1_HUMAN
TM.protein	Q13224	GRIN2B	NMDE2_HUMAN
TM.protein	O15399	GRIN2D	NMDE4_HUMAN
TM.protein	O75355	ENTPD3	ENTP3_HUMAN
TM.protein	P01833	PIGR	PIGR_HUMAN
TM.protein	Q12836	ZP4	ZP4_HUMAN
TM.protein	Q9BYF1	ACE2	ACE2_HUMAN
TM.protein	Q96F46	IL17RA	I17RA_HUMAN
TM.protein	O14786	NRP1	NRP1_HUMAN
TM.protein	Q9UEF7	KL	KLOT_HUMAN
TM.protein	Q8N149	LILRA2	LIRA2_HUMAN
TM.protein	Q9NPH3	IL1RAP	IL1AP_HUMAN
TM.protein	Q03167	TGFBR3	TGBR3_HUMAN
TM.protein	Q9UQF0	ERVW-1	SYCY1_HUMAN
TM.protein	O60602	TLR5	TLR5_HUMAN
TM.protein	Q96RL6	SIGLEC11	SIG11_HUMAN
TM.protein	Q96PQ1	SIGLEC12	SIG12_HUMAN
TM.protein	P07204	THBD	TRBM_HUMAN
TM.protein	Q06418	TYRO3	TYRO3_HUMAN
TM.protein	Q9NS62	THSD1	THSD1_HUMAN
TM.protein	Q15904	ATP6AP1	VAS1_HUMAN
TM.protein	Q96DU3	SLAMF6	SLAF6_HUMAN
TM.protein	Q9UKJ8	ADAM21	ADA21_HUMAN
TM.protein	O60245	PCDH7	PCDH7_HUMAN
TM.protein	P16066	NPR1	ANPRA_HUMAN
TM.protein	P19440	GGT1	GGT1_HUMAN
TM.protein	A6NGU5	GGT3P	GGT3_HUMAN
TM.protein	P19022	CDH2	CADH2_HUMAN
TM.protein	P20594	NPR2	ANPRB_HUMAN
TM.protein	P12319	FCER1A	FCERA_HUMAN
TM.protein	P14415	ATP1B2	AT1B2_HUMAN
TM.protein	Q9N2J8		ENH3_HUMAN
TM.protein	P51164	ATP4B	ATP4B_HUMAN
TM.protein	P33151	CDH5	CADH5_HUMAN
TM.protein	P04626	ERBB2	ERBB2_HUMAN
TM.protein	Q9H5V8	CDCP1	CDCP1_HUMAN
TM.protein	P12314	FCGR1A	FCGR1_HUMAN
TM.protein	P26012	ITGB8	ITB8_HUMAN
TM.protein	O75096	LRP4	LRP4_HUMAN
TM.protein	P42658	DPP6	DPP6_HUMAN
TM.protein	Q9Y3Q0	NAALAD2	NALD2_HUMAN
TM.protein	Q8IVU1	IGDCC3	IGDC3_HUMAN
TM.protein	Q9UQV4	LAMP3	LAMP3_HUMAN
TM.protein	Q16819	MEP1A	MEP1A_HUMAN
TM.protein	P21757	MSR1	MSRE_HUMAN
TM.protein	Q6UY09	CEACAM20	CEA20_HUMAN
TM.protein	P08514	ITGA2B	ITA2B_HUMAN
TM.protein	P22897	MRC1	MRC1_HUMAN
TM.protein	Q9UBG0	MRC2	MRC2_HUMAN
TM.protein	Q9UIW2	PLXNA1	PLXA1_HUMAN
TM.protein	Q04721	NOTCH2	NOTC2_HUMAN
TM.protein	Q68D85	NCR3LG1	NR3L1_HUMAN
TM.protein	Q96PQ0	SORCS2	SORC2_HUMAN
TM.protein	Q9H3T3	SEMA6B	SEM6B_HUMAN
TM.protein	O14917	PCDH17	PCD17_HUMAN
TM.protein	P18433	PTPRA	PTPRA_HUMAN
TM.protein	Q6UWL2	SUSD1	SUSD1_HUMAN
TM.protein	P21583	KITLG	SCF_HUMAN
TM.protein	Q6UWB1	IL27RA	I27RA_HUMAN
TM.protein	Q58EX2	SDK2	SDK2_HUMAN
TM.protein	Q8IU80	TMPRSS6	TMPS6_HUMAN
TM.protein	O75051	PLXNA2	PLXA2_HUMAN
TM.protein	Q99758	ABCA3	ABCA3_HUMAN
TM.protein	Q8IY34	SLC15A3	S15A3_HUMAN
TM.protein	Q9NPD5	SLCO1B3	SO1B3_HUMAN
TM.protein	P19634	SLC9A1	SL9A1_HUMAN
TM.protein	Q13635	PTCH1	PTC1_HUMAN
TM.protein	Q9Y6L6	SLCO1B1	SO1B1_HUMAN
TM.protein	Q4KMQ2	ANO6	ANO6_HUMAN
TM.protein	Q9NUN5	LMBRD1	LMBD1_HUMAN
TM.protein	Q75V66	ANO5	ANO5_HUMAN
TM.protein	Q9UMS5	PHTF1	PHTF1_HUMAN
TM.protein	P16473	TSHR	TSHR_HUMAN
TM.protein	Q7RTX1	TAS1R1	TS1R1_HUMAN
TM.protein	Q8IZF5	ADGRF3	AGRF3_HUMAN
TM.protein	P41594	GRM5	GRM5_HUMAN
TM.protein	O60883	GPR37L1	G37L1_HUMAN
TM.protein	Q9NPR9	GPR108	GP108_HUMAN
TM.protein	P22888	LHCGR	LSHR_HUMAN
TM.protein	Q9HBX9	RXFP1	RXFP1_HUMAN
TM.protein	Q08722	CD47	CD47_HUMAN
TM.protein	O96005	CLPTM1	CLPT1_HUMAN
TM.protein	O95264	HTR3B	5HT3B_HUMAN
TM.protein	Q14957	GRIN2C	NMDE3_HUMAN
TM.protein	P42261	GRIA1	GRIA1_HUMAN
TM.protein	P48058	GRIA4	GRIA4_HUMAN
TM.protein	Q99571	P2RX4	P2RX4_HUMAN
TM.protein	P49961	ENTPD1	ENTP1_HUMAN
TM.protein	O14525	ASTN1	ASTN1_HUMAN
TM.protein	P20333	TNFRSF1B	TNR1B_HUMAN
TM.protein	P13591	NCAM1	NCAM1_HUMAN
TM.protein	P21754	ZP3	ZP3_HUMAN
TM.protein	Q14114	LRP8	LRP8_HUMAN
TM.protein	Q13443	ADAM9	ADAM9_HUMAN
TM.protein	Q99075	HBEGF	HBEGF_HUMAN
TM.protein	P22607	FGFR3	FGFR3_HUMAN
TM.protein	P08887	IL6R	IL6RA_HUMAN
TM.protein	P14778	IL1R1	IL1R1_HUMAN
TM.protein	Q9H3R2	MUC13	MUC13_HUMAN
TM.protein	P24394	IL4R	IL4RA_HUMAN
TM.protein	P18827	SDC1	SDC1_HUMAN
TM.protein	Q9NTN9	SEMA4G	SEM4G_HUMAN
TM.protein	Q9NQ25	SLAMF7	SLAF7_HUMAN
TM.protein	P40126	DCT	TYRP2_HUMAN
TM.protein	O43157	PLXNB1	PLXB1_HUMAN
TM.protein	O75056	SDC3	SDC3_HUMAN
TM.protein	Q99523	SORT1	SORT_HUMAN
TM.protein	Q07837	SLC3A1	SLC31_HUMAN
TM.protein	P19320	VCAM1	VCAM1_HUMAN
TM.protein	P14679	TYR	TYRO_HUMAN
TM.protein	P30530	AXL	UFO_HUMAN
TM.protein	Q15399	TLR1	TLR1_HUMAN
TM.protein	O75509	TNFRSF21	TNR21_HUMAN
TM.protein	A2VDJ0	TMEM131L	T131L_HUMAN
TM.protein	Q5ZPR3	CD276	CD276_HUMAN
TM.protein	Q08174	PCDH1	PCDH1_HUMAN
TM.protein	Q96PD2	DCBLD2	DCBD2_HUMAN
TM.protein	Q6UXV0	GFRAL	GFRAL_HUMAN
TM.protein	O43506	ADAM20	ADA20_HUMAN
TM.protein	Q9BY67	CADM1	CADM1_HUMAN
TM.protein	Q8N8Z6	DCBLD1	DCBD1_HUMAN
TM.protein	P55286	CDH8	CADH8_HUMAN
TM.protein	P11912	CD79A	CD79A_HUMAN
TM.protein	Q9H4D0	CLSTN2	CSTN2_HUMAN
TM.protein	P43146	DCC	DCC_HUMAN
TM.protein	O75019	LILRA1	LIRA1_HUMAN
TM.protein	Q6UXC1	MAMDC4	AEGP_HUMAN
TM.protein	P54756	EPHA5	EPHA5_HUMAN
TM.protein	P0C7U0	ELFN1	ELFN1_HUMAN
TM.protein	P55283	CDH4	CADH4_HUMAN
TM.protein	Q9H2U9	ADAM7	ADAM7_HUMAN
TM.protein	P51693	APLP1	APLP1_HUMAN
TM.protein	Q96JA1	LRIG1	LRIG1_HUMAN
TM.protein	P01589	IL2RA	IL2RA_HUMAN
TM.protein	Q7LGC8	CHST3	CHST3_HUMAN
TM.protein	Q6UXK2	ISLR2	ISLR2_HUMAN
TM.protein	Q9NZN1	IL1RAPL1	IRPL1_HUMAN
TM.protein	P05107	ITGB2	ITB2_HUMAN
TM.protein	P52849	NDST2	NDST2_HUMAN
TM.protein	Q96NI6	LRFN5	LRFN5_HUMAN
TM.protein	O75197	LRP5	LRP5_HUMAN
TM.protein	Q8WUT4	LRRN4	LRRN4_HUMAN
TM.protein	Q6UY18	LINGO4	LIGO4_HUMAN
TM.protein	Q8N608	DPP10	DPP10_HUMAN
TM.protein	Q9UK23	NAGPA	NAGPA_HUMAN
TM.protein	P55285	CDH6	CADH6_HUMAN
TM.protein	Q13651	IL10RA	I10R1_HUMAN
TM.protein	P42701	IL12RB1	I12R1_HUMAN
TM.protein	Q8N2Q7	NLGN1	NLGN1_HUMAN
TM.protein	Q09328	MGAT5	MGT5A_HUMAN
TM.protein	Q9NRM6	IL17RB	I17RB_HUMAN
TM.protein	P14151	SELL	LYAM1_HUMAN
TM.protein	Q7Z6M3	MILR1	MILR1_HUMAN
TM.protein	Q86XS8	RNF130	GOLI_HUMAN
TM.protein	P16871	IL7R	IL7RA_HUMAN
TM.protein	Q6PJG9	LRFN4	LRFN4_HUMAN
TM.protein	Q9UHF4	IL20RA	I20RA_HUMAN
TM.protein	Q7Z7M0	MEGF8	MEGF8_HUMAN
TM.protein	Q6Q8B3	CD200R1L	MO2R2_HUMAN
TM.protein	Q96MU8	KREMEN1	KREM1_HUMAN
TM.protein	P05106	ITGB3	ITB3_HUMAN
TM.protein	P19256	CD58	LFA3_HUMAN
TM.protein	Q9Y4C0	NRXN3	NRX3A_HUMAN
TM.protein	Q9HCL0	PCDH18	PCD18_HUMAN
TM.protein	Q9UN70	PCDHGC3	PCDGK_HUMAN
TM.protein	Q9BZA7	PCDH11X	PC11X_HUMAN
TM.protein	P26951	IL3RA	IL3RA_HUMAN
TM.protein	P13598	ICAM2	ICAM2_HUMAN
TM.protein	Q9ULC0	EMCN	MUCEN_HUMAN
TM.protein	Q9Y639	NPTN	NPTN_HUMAN
TM.protein	Q9HCK4	ROBO2	ROBO2_HUMAN
TM.protein	Q6MZM0	HEPHL1	HPHL1_HUMAN
TM.protein	Q9Y561	LRP12	LRP12_HUMAN
TM.protein	Q6ZMJ2	SCARA5	SCAR5_HUMAN
TM.protein	Q9NPR2	SEMA4B	SEM4B_HUMAN
TM.protein	Q9C0C4	SEMA4C	SEM4C_HUMAN
TM.protein	P41217	CD200	OX2G_HUMAN
TM.protein	Q9Y5E9	PCDHB14	PCDBE_HUMAN
TM.protein	Q9Y274	ST3GAL6	SIA10_HUMAN
TM.protein	P17643	TYRP1	TYRP1_HUMAN
TM.protein	P38484	IFNGR2	INGR2_HUMAN
TM.protein	P31785	IL2RG	IL2RG_HUMAN
TM.protein	Q9H2E6	SEMA6A	SEM6A_HUMAN
TM.protein	Q8TAB3	PCDH19	PCD19_HUMAN
TM.protein	Q9NQS3	NECTIN3	NECT3_HUMAN
TM.protein	Q5R3F8	ELFN2	PPR29_HUMAN
TM.protein	Q86WI1	PKHD1L1	PKHL1_HUMAN
TM.protein	Q9BZA8	PCDH11Y	PC11Y_HUMAN
TM.protein	Q9P0X4	CACNA1I	CAC1I_HUMAN
TM.protein	Q01118	SCN7A	SCN7A_HUMAN
TM.protein	Q15858	SCN9A	SCN9A_HUMAN
TM.protein	O60706	ABCC9	ABCC9_HUMAN
TM.protein	O43246	SLC7A4	CTR4_HUMAN
TM.protein	Q4U2R8	SLC22A6	S22A6_HUMAN
TM.protein	Q9UP95	SLC12A4	S12A4_HUMAN
TM.protein	Q496J9	SV2C	SV2C_HUMAN
TM.protein	Q04671	OCA2	P_HUMAN
TM.protein	Q695T7	SLC6A19	S6A19_HUMAN
TM.protein	Q7Z443	PKD1L3	PK1L3_HUMAN
TM.protein	Q16348	SLC15A2	S15A2_HUMAN
TM.protein	Q99624	SLC38A3	S38A3_HUMAN
TM.protein	Q9Y2C5	SLC17A4	S17A4_HUMAN
TM.protein	Q9UKY4	POMT2	POMT2_HUMAN
TM.protein	Q7Z402	TMC7	TMC7_HUMAN
TM.protein	Q8N4M1	SLC44A3	CTL3_HUMAN
TM.protein	O95436	SLC34A2	NPT2B_HUMAN
TM.protein	Q13324	CRHR2	CRFR2_HUMAN
TM.protein	P35372	OPRM1	OPRM_HUMAN
TM.protein	Q9NS93	TM7SF3	TM7S3_HUMAN
TM.protein	Q9NRD9	DUOX1	DUOX1_HUMAN
TM.protein	P34998	CRHR1	CRFR1_HUMAN
TM.protein	P20309	CHRM3	ACM3_HUMAN
TM.protein	Q14416	GRM2	GRM2_HUMAN
TM.protein	O75899	GABBR2	GABR2_HUMAN
TM.protein	P50052	AGTR2	AGTR2_HUMAN
TM.protein	P28223	HTR2A	5HT2A_HUMAN
TM.protein	O00222	GRM8	GRM8_HUMAN
TM.protein	Q9NRD8	DUOX2	DUOX2_HUMAN
TM.protein	Q5T848	GPR158	MGLYR_HUMAN
TM.protein	Q9UPC5	GPR34	GPR34_HUMAN
TM.protein	P25116	F2R	PAR1_HUMAN
TM.protein	Q9BXB1	LGR4	LGR4_HUMAN
TM.protein	Q9GZQ6	NPFFR1	NPFF1_HUMAN
TM.protein	O75473	LGR5	LGR5_HUMAN
TM.protein	P41586	ADCYAP1R1	PACR_HUMAN
TM.protein	P47872	SCTR	SCTR_HUMAN
TM.protein	Q14833	GRM4	GRM4_HUMAN
TM.protein	Q96EP9	SLC10A4	NTCP4_HUMAN
TM.protein	Q8WXD0	RXFP2	RXFP2_HUMAN
TM.protein	Q5T197	DCST1	DCST1_HUMAN
TM.protein	Q8WTR4	GDPD5	GDPD5_HUMAN
TM.protein	Q13433	SLC39A6	S39A6_HUMAN
TM.protein	Q13563	PKD2	PKD2_HUMAN
TM.protein	Q9GZM5	YIPF3	YIPF3_HUMAN
TM.protein	P41732	TSPAN7	TSN7_HUMAN
TM.protein	O00591	GABRP	GBRP_HUMAN
TM.protein	Q9H7T0	CATSPERB	CTSRB_HUMAN
TM.protein	P42263	GRIA3	GRIA3_HUMAN
TM.protein	O60391	GRIN3B	NMD3B_HUMAN
TM.protein	Q99572	P2RX7	P2RX7_HUMAN
TM.protein	Q8IZU8	DSEL	DSEL_HUMAN
TM.protein	Q9UL01	DSE	DSE_HUMAN
TM.protein	Q9Y5L3	ENTPD2	ENTP2_HUMAN
TM.protein	Q8IZA0	KIAA0319L	K319L_HUMAN
TM.protein	Q6EMK4	VASN	VASN_HUMAN
TM.protein	P10912	GHR	GHR_HUMAN
TM.protein	Q9UKQ2	ADAM28	ADA28_HUMAN
TM.protein	O43184	ADAM12	ADA12_HUMAN
TM.protein	P08637	FCGR3A	FCG3A_HUMAN
TM.protein	Q9BQ51	PDCD1LG2	PD1L2_HUMAN
TM.protein	P27930	IL1R2	IL1R2_HUMAN
TM.protein	P48551	IFNAR2	INAR2_HUMAN
TM.protein	O14511	NRG2	NRG2_HUMAN
TM.protein	P0DTU3	TRA	TRAR2_HUMAN
TM.protein	P10586	PTPRF	PTPRF_HUMAN
TM.protein	Q9UBS9	SUCO	SUCO_HUMAN
TM.protein	Q9Y5H2	PCDHGA11	PCDGB_HUMAN
TM.protein	Q96LC7	SIGLEC10	SIG10_HUMAN
TM.protein	Q9NUM4	TMEM106B	T106B_HUMAN
TM.protein	E5RIL1	UPK3BL2	UPKL2_HUMAN
TM.protein	P32971	TNFSF8	TNFL8_HUMAN
TM.protein	Q86YD3	TMEM25	TMM25_HUMAN
TM.protein	Q86XK7	VSIG1	VSIG1_HUMAN
TM.protein	Q9Y2C2	UST	UST_HUMAN
TM.protein	O43825	B3GALT2	B3GT2_HUMAN
TM.protein	Q86WK7	AMIGO3	AMGO3_HUMAN
